cik
81269
1614812
1216907
1261788
706111
799704
889392
756742
919160
819940
832574
1025770
1425875
881780
764157
1413738
1162127
1004655
275309
706211
888128
701039
102816
809586
1013881
1959372
1039667
927972
320254
906352
1487592
1314387
752177
38403
745467
1377027
854669
1330967
1107414
1423046
1366043
1047112
822977
879947
1096006
932381
1216929
837276
865177
356349
737520
790569
815915
1052518
916490
809593
1556505
1112994
918949
734383
835663
1027624
827060
1022661
912036
357235
1413032
814232
1377031
1365151
1157756
887215
743773
1217286
102767
1281790
63068
887589
74529
729218
869356
1283001
826734
916403
790184
1581466
948666
1502745
842286
68138
1636108
34433
1052118
913131
216557
856119
1217673
775689
949515
2691
864508
1359057
703499
21832
1131013
772129
1139819
1137342
877670
357238
1007226
1208252
1003859
1965454
63091
200159
88525
1104631
5108
1137360
910182
1018140
1252867
787441
1385255
910180
91157
1137761
4405
24238
905958
892538
867297
1517238
841489
711202
890339
19614
1010481
802716
1288991
1027596
880934
918942
1215880
898745
798244
906185
794047
1395397
75170
817982
30146
881773
1477491
1045018
55626
1645192
1035018
1496315
783740
1594854
1072962
1121257
796229
1224568
809821
1368578
914243
877880
1111178
316411
1199046
1066602
102401
710826
912725
949683
2110
1066081
1121787
887509
1090155
912900
44201
1016887
721291
806636
1321749
795264
1518042
811030
1082744
851680
1019946
1067484
946110
890540
1029068
917125
885092
1311913
1000351
825062
750679
763702
1083387
868480
720498
916620
877698
889188
914775
898445
820636
35341
917469
1558107
1355064
1453805
202385
1160378
1105128
34066
1265551
830755
1038469
69404
1504079
842512
1031008
357204
107606
874964
1051010
904333
920547
1170611
924628
933402
732041
1000207
895645
19532
811527
870156
1092697
1003924
1551950
7426
1050084
1027657
890453
63090
1040587
1552947
881166
35429
1082555
911415
889508
1724826
1614370
1576367
95605
1376720
911637
1345125
1651872
1028621
1049175
787623
1068916
1289519
1580350
707823
1602508
352663
38721
1071873
1160363
1860434
1011996
1175813
1004784
922447
1423227
1120543
32339
909994
1517695
831809
1565543
701960
934699
101507
949275
33032
916006
1321652
875186
892657
1329954
1031496
311884
1127048
916053
1053555
225843
1040061
743861
1462712
880366
1524348
1048702
1137876
1039001
1994489
1134073
1038490
1002427
887210
1415726
1012968
798365
909504
1057120
893685
1083872
900259
35692
790558
1478249
1097293
355416
1113914
1060718
791271
1046068
1241554
1123460
825316
1286087
1318342
1049629
30156
1022804
757551
1843263
1527446
717341
1199348
49717
1051219
889366
779235
875352
1359688
745463
202032
869598
1257927
1438681
813470
1516523
1358658
1160167
809707
1323737
802209
895429
1557003
1050918
1000069
796299
925737
853977
882443
826686
836906
897217
1300746
1129870
1710607
927413
930007
1497778
1176358
722885
1080727
356476
1030491
887605
1587982
1040566
1661813
878719
745967
944684
902844
947316
1067470
915279
751173
1177170
710124
930748
793769
76721
1026298
946751
79179
803747
723455
1122649
885709
1605941
203002
1174490
785986
1112996
1691994
1332562
355747
1003079
88808
22370
1023744
89043
1545440
1026977
318874
1306349
1005463
1103243
810369
759434
898031
1048710
357298
3794
92751
1045688
847090
896647
1236572
736978
1477597
1041003
810893
745903
910036
1003839
1479360
882671
909230
1070287
1370177
822632
788422
949881
1292278
1084380
894024
1469192
1124459
1090504
1324203
1376856
36563
804239
908695
1064642
1698609
792858
314366
102764
796227
1903606
1131042
880571
811869
1067847
918848
2664
277585
1260667
1289876
1353176
1041994
799084
81280
1168644
726291
887147
1058372
59615
798250
1524968
351601
356787
1566671
799180
1324443
831114
750741
52423
747676
81443
889128
1003147
862502
1174520
1018369
906762
1145022
1067477
1272950
1031661
1012678
886244
61448
1032903
1066241
708191
1405458
1073791
1215881
4123
810902
759699
1492374
1101964
1006387
808452
1092395
1489215
1063946
913126
102818
1388497
225322
71958
1021882
705318
1806095
716855
1096344
1301708
78105
711674
809802
1342947
1627853
1141819
1212263
897111
1086162
1650149
836487
914036
727101
882129
1364608
722574
1688680
1233197
351934
1981627
810212
1087961
1045487
720492
60335
789280
32859
35348
5100
318192
790941
276914
775180
1048215
1330291
52136
88329
1653463
1573386
1092741
703969
44402
1121624
932471
1474365
1521353
1041677
1388485
883163
1051562
1444822
1030802
1353288
792394
1567138
915802
1169703
1032423
78713
716788
919810
719423
814572
1418191
1169393
1003632
1097519
883939
74676
1135191
792359
1253771
102681
1593547
1970751
770482
923202
51815
78758
740799
866256
1506980
74532
1315530
1480207
799196
1785336
917153
1352280
1111565
1004971
811637
1022624
773757
720309
1437249
3521
1311261
1251896
1092949
1267148
80248
30167
1196878
1511699
888126
886048
912035
763852
838802
1041101
1474103
30912
1363526
1494928
88051
1351260
931757
99188
831957
810695
354631
799295
1364924
711080
1391839
355437
844779
887194
35427
872649
895414
815425
931491
863334
1293967
313850
1716909
1089951
1007573
1589161
770540
1105877
766285
943472
1625654
277751
803020
1316544
53808
5352
819118
1201932
799684
1257951
810308
1750821
1322252
315774
1030805
801444
836267
927290
1657267
1058587
1699175
1025870
1093439
1091439
702435
889284
892567
1736078
45147
30162
1005020
1722478
783898
1023391
81205
825305
893759
796330
716844
1045701
1341256
27801
1002556
1282693
1762332
891160
826732
832566
869404
27937
1274768
931465
1295908
1265389
865733
1067442
811668
5138
1037897
74206
1109957
14170
921371
51931
1006783
1352621
200489
745968
27574
1014913
1699360
1312580
939934
1378073
710977
1019651
1548609
887318
885093
927845
790166
88565
1038199
763749
1317119
927437
1020861
1023647
832545
926678
1010297
1110822
709364
856343
927648
1228431
1020425
919556
45291
736913
884110
105563
799127
1031594
1474273
798290
892568
5506
356786
1177406
707800
1639456
1027263
706155
1101965
356682
34549
1081400
1010296
34918
100334
1214511
949512
318531
1071326
785026
318478
877233
933742
775688
350183
1018593
34273
1047050
714528
892071
1305698
1327374
1062374
1063266
820892
1018218
1026968
1696729
1040612
778108
893730
861929
914603
1052427
932510
29440
870355
353905
764859
1420040
854126
842790
102756
1018592
872323
1086164
1135300
356683
848103
908186
826647
1643174
49702
853438
63067
1495922
924725
1537151
1075065
1046026
778207
100786
830144
30126
1830437
1521894
49905
1047167
1016073
931068
826644
29292
756916
1707560
1161598
1142702
741375
88048
1047712
1006415
1376071
1175469
1247088
794801
932101
811860
1066980
929189
1288872
852244
783194
806633
1413594
83297
1005942
882748
744388
1015965
23355
1086884
9017
1123235
81260
837910
894240
101868
814507
6247
60332
1053425
730462
725781
105377
812015
926243
885414
810271
778202
1679949
39473
1267862
80257
14358
1539996
1071196
1438390
319676
872625
1277946
811647
230382
52848
1095664
902259
205323
869351
891079
754510
1144245
1054647
830744
61397
1137095
1090154
935015
1311981
1023132
840678
1354917
1142010
1145507
883622
5115
1041673
740146
35402
794280
1331971
31266
1319067
1067479
1644419
891944
778206
720506
1095843
1618627
19034
81279
12603
216934
1097077
1024112
811159
816153
1099692
904046
1002537
104865
826473
101185
1055744
1537140
1320615
773485
1426928
902475
1396092
731273
1567101
1437204
1227523
732643
1532747
1092633
933691
1052864
862696
924211
1090372
747546
1643838
1202116
797136
803191
941568
1301444
723257
1070026
939801
1558372
1094457
1040674
868307
1587551
719608
1127451
1141306
807332
88064
834798
1314414
765485
1464413
1002241
1025187
